Name,Rating,Short_Description,Features,SKU,Final_Price,MRP_Price,Included_Items,Product_Link,Processor,Operating_System,Display,Graphics,RAM,Storage,Microsoft_Office,Accessories,RAM_GB,Storage_Value,Storage_Type,Storage_GB,Discount,Processor_Brand,Processor_Level,Laptop_Type,Graphics_Type,Price_Category,Has_Backpack,Has_Mouse,Has_Office,Upsell_Score,Cross_Sell_Items,Brand
"HP EliteBook 845 35.6 cm (14) G9 Notebook PC, Silver",0.0,Work where you’re needed,"AMD Ryzen™ 5 PRO processor | FreeDOS | 35.6 cm (14) diagonal, WUXGA, IPS display | AMD Radeon™ 660M Graphics | 16 GB DDR5 RAM | 512 GB SSD Hard Drive",B25U4AT,79499.0,94185.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-elitebook-845-14-g9-notebook-pc-b25u4at.html,AMD Ryzen™ 5 PRO processor,Unknown,"35.6 cm (14) diagonal, WUXGA, IPS display",AMD Radeon™ 660M Graphics,16 GB DDR5 RAM,512 GB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,16.0,512,SSD,512,14686.0,AMD,Other,Normal,Integrated,Mid-Range,1,0,False,33.0,"Backpack, Mouse",
"HP Laptop 14-gr1036TU , Silver",0.0,Powerfully and responsibly made to get things done everyday,"Intel® Core™ Ultra 7 155H processor | Windows 11 Home | 35.6 cm (14) diagonal, FHD display | Intel® Arc™ Graphics | 16 GB DDR5-5600 RAM | 512 GB SSD Hard Drive",C33RKPA,81499.0,95686.0,HP X Entry Backpack worth  ₹1999.00 | Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00 | 1 year Microsoft 365 basic subscription,https://www.hp.com/in-en/shop/hp-laptop-14-gr1036tu-c33rkpa.html,Intel® Core™ Ultra 7 155H processor,Windows 11 Home,"35.6 cm (14) diagonal, FHD display",Intel® Arc™ Graphics,16 GB DDR5-5600 RAM,512 GB SSD Hard Drive,1 year Microsoft 365 basic subscription,hp x entry backpack ,16.0,512,SSD,512,14187.0,Intel,Other,Premium,Integrated,Premium,1,0,False,33.0,"Mouse, MS Office",
"HP Victus 39.6 cm (15.6) Gaming Laptop 15-fa2381TX, Silver",0.0,Step up the fun with our most affordable gaming laptop range that doesn't shy on performance.,"13th Generation Intel® Core™ i5 processor | Windows 11 Home | 39.6 cm (15.6) diagonal, FHD, IPS, anti-glare display | NVIDIA® GeForce RTX™ 4050 (6 GB) | 16 GB DDR4-3200 RAM | 512 GB SSD Hard Drive",C91SXPA,86500.0,98170.0,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00 | Microsoft Xbox Game Pass 3 month,https://www.hp.com/in-en/shop/victus-gaming-laptop-15-fa2381tx-c91sxpa.html,13th Generation Intel® Core™ i5 processor,Windows 11 Home,"39.6 cm (15.6) diagonal, FHD, IPS, anti-glare display",Integrated,16 GB DDR4-3200 RAM,512 GB SSD Hard Drive,Microsoft Xbox Game Pass 3 month,none,16.0,512,SSD,512,11670.0,Intel,i5,Premium,Integrated,Premium,0,0,False,33.0,"Backpack, Mouse, MS Office",
HP Pavilion Aero 33.8 cm (13) Laptop 13-bg0017AU,4.5,"Stream, listen, browse and do all the things. More modern, more premium design elements on mainstream devices for a great price","AMD Ryzen™ 7-8840U processor | Windows 11 Home | 33.8 cm (13.3) diagonal, WUXGA 400 nits display | AMD Radeon™ Graphics | 16 GB LPDDR5x RAM | 512 GB SSD Hard Drive",A1RA7PA,87999.0,103975.0,Microsoft Office Home & Student 2021 Lifetime Subscription worth ₹9199.00,https://www.hp.com/in-en/shop/hp-pavilion-aero-laptop-13-bg0017au-a1ra7pa.html,AMD Ryzen™ 7-8840U processor,Windows 11 Home,"33.8 cm (13.3) diagonal, WUXGA 400 nits display",AMD Radeon™ Graphics,16 GB LPDDR5x RAM,512 GB SSD Hard Drive,Microsoft Office Home & Student 2021 Lifetime Subscription worth ₹9199.00,none,16.0,512,SSD,512,15976.0,AMD,Other,Premium,Integrated,Premium,0,0,True,55.5,"Backpack, Mouse, MS Office",
"HP ProBook 440 35.6 cm (14) G10 Business Laptop PC, Silver",4.0,"Essential, commercial-grade features","13th Generation Intel® Core™ i5 processor | Windows 11 Pro | 35.6 cm (14) diagonal, FHD, IPS display | Intel® Iris® Xᶱ Graphics | 16 GB DDR4 RAM | 1 TB SSD Hard Drive",B83ZFAT,92999.0,105000.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-probook-440-14-g10-notebook-pc-b83zfat.html,13th Generation Intel® Core™ i5 processor,Windows 11 Pro,"35.6 cm (14) diagonal, FHD, IPS display",Intel® Iris® Xᶱ Graphics,16 GB DDR4 RAM,1 TB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,16.0,1,SSD,1024,12001.0,Intel,i5,Premium,Integrated,Premium,1,0,False,54.0,"Mouse, MS Office",
"HP EliteBook 8 35.6 cm (14) G1i Next Gen AI PC, Silver",0.0,Copilot+ PC.Next-gen AI redefines productivity for modern professionals,"Intel® Core™ Ultra 7 processor | Windows 11 Pro | 35.6 cm (14) diagonal, WUXGA IPS display | Intel® Arc™ Graphics | 16 GB LPDDR5x-8533 RAM | 1 TB SSD Hard Drive",C27V6PT,142799.0,163334.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-elitebook-8-g1i-14-inch-notebook-next-gen-ai-pc-c27v6pt.html,Intel® Core™ Ultra 7 processor,Windows 11 Pro,"35.6 cm (14) diagonal, WUXGA IPS display",Intel® Arc™ Graphics,16 GB LPDDR5x-8533 RAM,1 TB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,16.0,1,SSD,1024,20535.0,Intel,Other,Premium,Integrated,Premium,1,0,False,34.0,"Mouse, MS Office",
HP EliteBook 1040 35.6 cm (14) G11 Notebook PC,4.3333,Innovative design and real power for real work,"Intel® Core™ Ultra 7 processor | Windows 11 Pro | 35.6 cm (14) diagonal, WUXGA, IPS, 400 nits, touch display | Intel® Arc™ Graphics | 16 GB LPDDR5x-7500 RAM | 1 TB SSD Hard Drive",B85XCAT,158899.0,180250.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-elitebook-1040-14-inch-g11-notebook-pc-b85xcat.html,Intel® Core™ Ultra 7 processor,Windows 11 Pro,"35.6 cm (14) diagonal, WUXGA, IPS, 400 nits, touch display",Intel® Arc™ Graphics,16 GB LPDDR5x-7500 RAM,1 TB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,16.0,1,SSD,1024,21351.0,Intel,Other,Premium,Integrated,Premium,1,0,False,55.6665,"Mouse, MS Office",
"HP EliteBook 8 35.6 cm (14) G1i Next Gen AI PC, Silver",0.0,Copilot+ PC.Next-gen AI redefines productivity for modern professionals,"Intel® Core™ Ultra 7 processor | Windows 11 Pro | 35.6 cm (14) diagonal, WUXGA IPS display | Intel® Arc™ Graphics | 32 GB LPDDR5x-8533 RAM | 1 TB SSD Hard Drive",C27T4PT,165599.0,189778.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-elitebook-8-g1i-14-inch-notebook-next-gen-ai-pc-c27t4pt.html,Intel® Core™ Ultra 7 processor,Windows 11 Pro,"35.6 cm (14) diagonal, WUXGA IPS display",Intel® Arc™ Graphics,32 GB LPDDR5x-8533 RAM,1 TB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,32.0,1,SSD,1024,24179.0,Intel,Other,Premium,Integrated,Premium,1,0,False,66.0,"Backpack, Mouse, MS Office",
HP EliteBook Ultra G1i 35.6 cm (14) Notebook Next Gen AI PC,4.0,Copilot+ PC.Lead the way with this sophisticated next-gen AI PC,Intel® Core™ Ultra 7 processor | Windows 11 Pro | 35.6 cm (14) diagonal OLED IPS touch display | Intel® Arc™ Graphics | 32 GB LPDDR5x RAM | 1 TB SSD Hard Drive,B7TQ7PT,196499.0,235445.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-elitebook-ultra-g1i-14-inch-notebook-next-gen-ai-pc-b7tq7pt.html,Intel® Core™ Ultra 7 processor,Windows 11 Pro,35.6 cm (14) diagonal OLED IPS touch display,Intel® Arc™ Graphics,32 GB LPDDR5x RAM,1 TB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,32.0,1,SSD,1024,38946.0,Intel,Other,Premium,Integrated,Premium,1,0,False,86.0,"Backpack, Mouse, MS Office",
"HP EliteBook Ultra 35.6 cm (14) G1i Next Gen AI PC, Blue",4.0,Copilot+ PC.Lead the way with this sophisticated next-gen AI PC,"Intel® Core™ Ultra 7 processor | Windows 11 Pro | 35.6 cm (14) diagonal, 2.8K OLED IPS display | Intel® Arc™ Graphics | 32 GB LPDDR5x-8533 RAM | 1 TB SSD Hard Drive",C33M4AT,223799.0,291689.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-elitebook-ultra-g1i-14-inch-notebook-next-gen-ai-pc-c33m4at.html,Intel® Core™ Ultra 7 processor,Windows 11 Pro,"35.6 cm (14) diagonal, 2.8K OLED IPS display",Intel® Arc™ Graphics,32 GB LPDDR5x-8533 RAM,1 TB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,32.0,1,SSD,1024,67890.0,Intel,Other,Premium,Integrated,Premium,1,0,False,86.0,"Backpack, Mouse, MS Office",
"HP OmniBook 5 Laptop 16-ba1123TU, Blue",1.0,The upgrade you need from HP Pavilion. Excellent for students and families.,13th Generation Intel® Core™ i5 processor | Windows 11 Home | 40.6 cm (16) diagonal 2K IPS display | Intel® Iris® Xᵉ Graphics | 16 GB LPDDR5x-4800 RAM | 512 GB SSD Hard Drive,BH4K5PA,69550.0,78779.0,,https://www.hp.com/in-en/shop/hp-omnibook-5-laptop-16-ba1123tu-bh4k5pa.html,13th Generation Intel® Core™ i5 processor,Windows 11 Home,40.6 cm (16) diagonal 2K IPS display,Intel® Iris® Xᵉ Graphics,16 GB LPDDR5x-4800 RAM,512 GB SSD Hard Drive,No,none,16.0,512,SSD,512,9229.0,Intel,i5,Normal,Integrated,Mid-Range,0,0,False,38.0,"Mouse, MS Office",
"HP 240R 35.6 cm (14) G10 Business Laptop PC, Silver",0.0,"Compact and reliable, value-packed notebooks with essential business features to help you excel in hybrid work","Intel® Core™ 5 processor | Windows 11 Pro | 35.6 cm (14) diagonal, FHD IPS display | Intel® Graphics | 16 GB DDR4-3200 RAM | 512 GB SSD Hard Drive",C8HS4AT,76199.0,86489.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-240r-14-inch-g10-notebook-pc-c8hs4at.html,Intel® Core™ 5 processor,Windows 11 Pro,"35.6 cm (14) diagonal, FHD IPS display",Intel® Graphics,16 GB DDR4-3200 RAM,512 GB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,16.0,512,SSD,512,10290.0,Intel,Other,Normal,Integrated,Mid-Range,1,0,False,33.0,Mouse,
"HP ZBook Firefly 35.6 cm (14) G11 Mobile Workstation PC, Silver",3.0,"Recommended for  2D and light 3D workflows, photography, and for running multiple large Microsoft Office files.",AMD Ryzen™ 5 processor | FreeDOS | 35.6 cm (14) diagonal WUXGA display | Intel® UMA Graphics | 16 GB DDR5-5600 RAM | 512 GB SSD Solid State Drive,B7EQ4PT,76535.0,158695.0,"FREE Bag (35L98AA) worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-zbook-firefly-14-g11-a-mobile-workstation-pc-b7eq4pt.html,AMD Ryzen™ 5 processor,Unknown,35.6 cm (14) diagonal WUXGA display,Intel® UMA Graphics,16 GB DDR5-5600 RAM,512 GB SSD Solid State Drive,No,free bag (35l98aa) ,16.0,512,SSD,512,82160.0,AMD,Other,Normal,Integrated,Mid-Range,0,0,False,48.0,"Backpack, Mouse, MS Office",
"HP Victus 39.6cm (15.6) Gaming Laptop 15-fb3130AX, Blue",0.0,Fulfill your gaming destiny,"AMD Ryzen™ 7-7445HS processor | Windows 11 Home | 39.6 cm (15.6) diagonal FHD 144 Hz, IPS, 300 nits display with NVIDIA® GeForce RTX™ 4050 6GB | 16 GB DDR5-5600 RAM (Upgradeable) | 512 GB SSD Hard Drive | Full-size, backlit with numeric keypad, HP Wide Vision 720p HD camera",BV3A7PA,84499.0,95746.0,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,https://www.hp.com/in-en/shop/hp-victus-gaming-laptop-15-fb3130ax-bv3a7pa.html,AMD Ryzen™ 7-7445HS processor,Windows 11 Home,"39.6 cm (15.6) diagonal FHD 144 Hz, IPS, 300 nits display with NVIDIA® GeForce RTX™ 4050 6GB",Integrated,16 GB DDR5-5600 RAM (Upgradeable),512 GB SSD Hard Drive,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00,none,16.0,512,SSD,512,11247.0,AMD,Other,Premium,Integrated,Premium,0,0,True,33.0,Mouse,
"HP ProBook 440 35.6 cm (14) G10 Business Laptop PC, Silver",4.0,"Essential, commercial-grade features","13th Generation Intel® Core™ i5 processor | Windows 11 Pro | 35.6 cm (14) diagonal, FHD, IPS display | Intel® Iris® Xᵉ Graphics | 8 GB DDR4 RAM | 512 GB SSD Hard Drive",BJ3T0AT,90299.0,106621.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-probook-440-14-g10-notebook-pc-bj3t0at.html,13th Generation Intel® Core™ i5 processor,Windows 11 Pro,"35.6 cm (14) diagonal, FHD, IPS display",Intel® Iris® Xᵉ Graphics,8 GB DDR4 RAM,512 GB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,8.0,512,SSD,512,16322.0,Intel,i5,Normal,Integrated,Premium,1,0,False,37.0,"Mouse, MS Office",
"HP ProBook 440 35.6 cm (14) G10 Business Laptop PC, Silver",4.0,"Essential, commercial-grade features","13th Generation Intel® Core™ i5 processor | Windows 11 Pro | 35.6 cm (14) diagonal, FHD, IPS display | Intel® Iris® Xᶱ Graphics | 16 GB DDR4 RAM | 1 TB SSD Hard Drive",BJ3T6AT,96799.0,112453.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-probook-440-14-g10-notebook-pc-bj3t6at.html,13th Generation Intel® Core™ i5 processor,Windows 11 Pro,"35.6 cm (14) diagonal, FHD, IPS display",Intel® Iris® Xᶱ Graphics,16 GB DDR4 RAM,1 TB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,16.0,1,SSD,1024,15654.0,Intel,i5,Premium,Integrated,Premium,1,0,False,54.0,"Backpack, Mouse",
"HP ProBook 4 35.6 cm (14) G1iR Business Laptop PC, Silver",0.0,Affordable devices designed with business in mind; commercial grade features with durable design,"13th Generation Intel® Core™ i5 processor | Windows 11 Pro | 35.6 cm (14) diagonal, WUXGA IPS display | Intel® Iris® Xᵉ Graphics | 16 GB DDR5-5600 RAM | 512 GB SSD Hard Drive",C23Y4AT,98999.0,108112.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-probook-4-g1ir-14-inch-notebook-pc-c23y4at.html,13th Generation Intel® Core™ i5 processor,Windows 11 Pro,"35.6 cm (14) diagonal, WUXGA IPS display",Intel® Iris® Xᵉ Graphics,16 GB DDR5-5600 RAM,512 GB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,16.0,512,SSD,512,9113.0,Intel,i5,Premium,Integrated,Premium,1,0,False,33.0,"Backpack, Mouse, MS Office",
"HP ProBook 4 35.6 cm (14) G1iR Business Laptop PC, Silver",0.0,Affordable devices designed with business in mind; commercial grade features with durable design,"13th Generation Intel® Core™ i5 processor | Windows 11 Pro | 35.6 cm (14) diagonal, WUXGA IPS display | Intel® Iris® Xᵉ Graphics | 16 GB DDR5-5600 RAM | 1 TB SSD Hard Drive",C22NJAT,101499.0,112778.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-probook-4-g1ir-14-inch-notebook-pc-c22njat.html,13th Generation Intel® Core™ i5 processor,Windows 11 Pro,"35.6 cm (14) diagonal, WUXGA IPS display",Intel® Iris® Xᵉ Graphics,16 GB DDR5-5600 RAM,1 TB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,16.0,1,SSD,1024,11279.0,Intel,i5,Premium,Integrated,Premium,1,0,False,34.0,"Backpack, Mouse",
"HP Omnibook X Laptop 35.6 cm (14) 14-fe0121QU Next Gen AI PC, Silver",4.5,"Copilot+ PC.Unleash your creativity with supercharged performance wrapped in a thin and light design. Meet OmniBook X, the AI-enhanced evolution of HP Envy.","Qualcomm® Snapdragon™ processor | Next-Gen Windows | 35.56 cm 14 diagonal, 2.2K touch display | Snapdragon® X Elite Qualcomm® Adreno™ | 16 GB LPDDR5x-8448 RAM | 1 TB SSD Hard Drive",A99B8PA,129499.0,158441.0,"Microsoft Office Home & Student 2021 Lifetime Subscription worth ₹9199.00 | HP Creator 13.3 Laptop Sling worth ₹5,500.00",https://www.hp.com/in-en/shop/hp-omnibook-x-laptop-14-fe0121qu.html,Qualcomm® Snapdragon™ processor,Next-Gen Windows,"35.56 cm 14 diagonal, 2.2K touch display",Integrated,16 GB LPDDR5x-8448 RAM,1 TB SSD Hard Drive,Microsoft Office Home & Student 2021 Lifetime Subscription worth ₹9199.00,hp creator 13.3 laptop sling ,16.0,1,SSD,1024,28942.0,Other,Other,Premium,Integrated,Premium,0,0,True,56.5,"Backpack, Mouse",
"HP EliteBook 8 35.6 cm (14) G1i Next Gen AI PC, Silver",0.0,Copilot+ PC.Next-gen AI redefines productivity for modern professionals,"Intel® Core™ Ultra 7 processor | FreeDOS | 35.6 cm (14) diagonal, WUXGA IPS display | Intel® Arc™ Graphics | 16 GB LPDDR5x-8533 RAM | 1 TB SSD Hard Drive",C27V7PT,129499.0,147778.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-elitebook-8-g1i-14-inch-notebook-next-gen-ai-pc-c27v7pt.html,Intel® Core™ Ultra 7 processor,Unknown,"35.6 cm (14) diagonal, WUXGA IPS display",Intel® Arc™ Graphics,16 GB LPDDR5x-8533 RAM,1 TB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,16.0,1,SSD,1024,18279.0,Intel,Other,Premium,Integrated,Premium,1,0,False,34.0,"Backpack, Mouse, MS Office",
"HP ZBook Firefly 35.6 cm (14) G11 Mobile Workstation PC, Silver",3.8,"Recommended for  2D and light 3D workflows, photography, and for running multiple large Microsoft Office files.","Intel® Core™ Ultra 7 processor | Windows 11 Pro | 35.6 cm (14) diagonal, WUXGA display | NVIDIA RTX™ A500 Graphics | 16 GB DDR5-5600 RAM | 1 TB SSD Solid State Drive",A1VL0PT,157499.0,254365.0,,https://www.hp.com/in-en/shop/hp-zbook-firefly-14-g11-mobile-workstation-pc-a1vl0pt.html,Intel® Core™ Ultra 7 processor,Windows 11 Pro,"35.6 cm (14) diagonal, WUXGA display",NVIDIA RTX™ A500 Graphics,16 GB DDR5-5600 RAM,1 TB SSD Solid State Drive,No,none,16.0,1,SSD,1024,96866.0,Intel,Other,Premium,Dedicated,Premium,0,0,False,53.0,"Backpack, Mouse, MS Office",
HP ZBook Power 40.6 cm (16) G11 Mobile Workstation PC,3.8,"Recommended for  2D and light 3D workflows, photography, and for running multiple large Microsoft Office files.",Intel® Core™ Ultra 7 processor | Windows 11 Pro | 40.6 cm (16) diagonal WUXGA display | NVIDIA RTX™ 3000 Ada Generation Laptop GPU | 32 GB DDR5-5600 RAM | 1 TB SSD Solid State Drive,A8WM7PT,262999.0,396044.0,,https://www.hp.com/in-en/shop/hp-zbook-power-16-g11-mobile-workstation-pc-a8wm7pt.html,Intel® Core™ Ultra 7 processor,Windows 11 Pro,40.6 cm (16) diagonal WUXGA display,Integrated,32 GB DDR5-5600 RAM,1 TB SSD Solid State Drive,No,none,32.0,1,SSD,1024,133045.0,Intel,Other,Premium,Integrated,Premium,0,0,False,85.0,"Mouse, MS Office",
"HP 250R 39.62 cm (15.6)  G9 Business Laptop PC, Silver",0.0,"Compact and reliable, value-packed notebooks with essential business features to help you excel in hybrid work","13th Generation Intel® Core™ i3 processor | FreeDOS | 39.6 cm (15.6) diagonal, HD display | Intel® UHD Graphics | 8 GB DDR4-3200 MT/s RAM | 512 GB SSD Hard Drive",B10MTAT,40999.0,44529.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-250r-15-6-39-62-cm-g9-notebook-pc-b10mtat.html,13th Generation Intel® Core™ i3 processor,Unknown,"39.6 cm (15.6) diagonal, HD display",Intel® UHD Graphics,8 GB DDR4-3200 MT/s RAM,512 GB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,8.0,512,SSD,512,3530.0,Intel,i3,Normal,Integrated,Budget,1,0,False,17.0,"Backpack, Mouse",
"HP 250R 39.6 cm (15.6) G10 Business Laptop PC, Silver",0.0,"Compact and reliable, value-packed notebooks with essential business features to help you excel in hybrid work","Intel® Core™ 3 processor | FreeDOS 3.0 | 39.6 cm (15.6) diagonal, HD, IPS display | Intel® Graphics | 8 GB DDR4-3200 RAM | 512 GB SSD Hard Drive",C91W6AT,44799.0,49778.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-250r-15-6-inch-g10-notebook-pc-c91w6at.html,Intel® Core™ 3 processor,Unknown,"39.6 cm (15.6) diagonal, HD, IPS display",Intel® Graphics,8 GB DDR4-3200 RAM,512 GB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,8.0,512,SSD,512,4979.0,Intel,Other,Normal,Integrated,Budget,1,0,False,17.0,"Mouse, MS Office",
"HP 250R 39.6 cm (15.6) G10 Business Laptop PC, Silver",0.0,"Compact and reliable, value-packed notebooks with essential business features to help you excel in hybrid work","Intel® Core™ 3 processor | FreeDOS 3.0 | 39.6 cm (15.6) diagonal, FHD, SVA display | Intel® Graphics | 16 GB DDR4-3200 RAM | 512 GB SSD Hard Drive",C91W8AT,49799.0,55223.0,"HP 215 39.6 cm (15.6) Laptop Backpack worth ₹ 1,785",https://www.hp.com/in-en/shop/hp-250r-15-6-inch-g10-notebook-pc-c91w8at.html,Intel® Core™ 3 processor,Unknown,"39.6 cm (15.6) diagonal, FHD, SVA display",Intel® Graphics,16 GB DDR4-3200 RAM,512 GB SSD Hard Drive,No,hp 215 39.6 cm (15.6) laptop backpack ,16.0,512,SSD,512,5424.0,Intel,Other,Normal,Integrated,Budget,1,0,False,33.0,"Mouse, MS Office",
"HP Laptop 39.6 cm (15.6) 15-fd0682TU, Silver",0.0,Reliable computing yet stylish laptop that makes the wallet happy,"Intel® Core™ 5-120U processor | Windows 11 Home Single Language | 39.6 cm (15.6) diagonal, FHD, anti-glare display | Intel® UHD Graphics | 16 GB DDR4-3200 RAM | 512 GB SSD Hard Drive",C27FBPA,60499.0,71446.0,Microsoft Office Home 2024 Lifetime Subscription worth ₹9199.00 | 1 year Microsoft 365 basic subscription,https://www.hp.com/in-en/shop/hp-laptop-15-fd0682tu-c27fbpa.html,Intel® Core™ 5-120U processor,Windows 11 Home Single Language,"39.6 cm (15.6) diagonal, FHD, anti-glare display",Intel® UHD Graphics,16 GB DDR4-3200 RAM,512 GB SSD Hard Drive,1 year Microsoft 365 basic subscription,none,16.0,512,SSD,512,10947.0,Intel,Other,Normal,Integrated,Mid-Range,0,0,False,33.0,"Backpack, Mouse, MS Office",
HP ZBook Firefly 35.6 cm (14) G11 Mobile Workstation PC,3.9375,"Recommended for  2D and light 3D workflows, photography, and for running multiple large Microsoft Office files.",Intel® Core™ Ultra 5 processor | Windows 11 Pro | 35.6 cm (14) diagonal WUXGA display | Intel® Graphics | 16 GB DDR5-5600 RAM | 512 GB SSD Solid State Drive,A92TYPT,92999.0,188452.0,Evon Essential Series Black Bagpack,https://www.hp.com/in-en/shop/hp-zbook-firefly-14-g11-mobile-workstation-pc-a92typt.html,Intel® Core™ Ultra 5 processor,Windows 11 Pro,35.6 cm (14) diagonal WUXGA display,Intel® Graphics,16 GB DDR5-5600 RAM,512 GB SSD Solid State Drive,No,evon essential series black bagpack,16.0,512,SSD,512,95453.0,Intel,Other,Premium,Integrated,Premium,0,0,False,52.6875,"Mouse, MS Office",
"HP Chromebook x360 35.6 cm (14) Laptop 14b-cd0011TU, Silver",4.0,Elevate your on-the-go life with over a million apps in the Google Play Store for everything you do in a day,"Intel® Core™ N-series processor | ChromeOS | 35.6 cm (14) diagonal, HD touch display | Intel® UHD Graphics | 4 GB LPDDR5 RAM | 128 GB UFS Hard Drive",A95C2PA,36039.0,41206.0,,https://www.hp.com/in-en/shop/hp-chromebook-x360-14b-cd0011tu-a95c2pa.html,Intel® Core™ N-series processor,Unknown,"35.6 cm (14) diagonal, HD touch display",Intel® UHD Graphics,4 GB LPDDR5 RAM,128 GB UFS Hard Drive,No,none,4.0,128,Unknown,128,5167.0,Intel,Other,Normal,Integrated,Budget,0,0,False,28.25,"Backpack, Mouse, MS Office",
